"","x"
"6499","ATPAF1"
"6500","RALY-AS1"
"6501","STEAP1"
"6502","AC008659.1"
"6503","SH3BP5L"
"6504","EHMT1"
"6505","POLR3E"
"6506","AC092338.1"
"6507","FGFBP1"
"6508","SKIV2L"
"6509","CCNI"
"6510","CMAHP"
"6511","MMGT1"
"6512","ACP5"
"6513","PSMB4"
"6514","NAPA"
"6515","AC104964.1"
"6516","FOXD4L5"
"6517","BASP1"
"6518","LINC02544"
"6519","NFE2L3"
"6520","C19orf53"
"6521","MAFA-AS1"
"6522","SLC25A42"
"6523","AL136985.3"
"6524","CHIC2"
"6525","CPNE5"
"6526","FAM172A"
"6527","THOC2"
"6528","LINC01301"
"6529","GPD1L"
"6530","FSCN3"
"6531","MAN1C1"
"6532","BAIAP2L1"
"6533","C16orf58"
"6534","NDUFV2"
"6535","OAS3"
"6536","LANCL3"
"6537","ARID2"
"6538","SLC16A3"
"6539","DYRK4"
"6540","CYP4V2"
"6541","TCF7L1-IT1"
"6542","AC009093.2"
"6543","CDNF"
"6544","AL162231.2"
"6545","ZNF138"
"6546","SPAG7"
"6547","RAB3D"
"6548","CENPS"
"6549","AL158211.5"
"6550","LINC00517"
"6551","TPM3P9"
"6552","AC114763.1"
"6553","SLC27A2"
"6554","FSTL3"
"6555","JRKL"
"6556","AGTRAP"
"6557","PEPD"
"6558","AC021106.1"
"6559","CBLN2"
"6560","ZSCAN32"
"6561","TEX9"
"6562","SPIDR"
"6563","TJP2"
"6564","DEPDC4"
"6565","CBWD3"
"6566","ZNF85"
"6567","H1FX"
"6568","DLGAP1-AS1"
"6569","ANXA2"
"6570","AL662844.4"
"6571","C16orf71"
"6572","RPS28"
"6573","BLID"
"6574","FLNA"
"6575","LGALS8-AS1"
"6576","SNX2"
"6577","PIGW"
"6578","AC015712.4"
"6579","CLSTN2"
"6580","MSTO1"
"6581","CRISPLD2"
"6582","DDX43"
"6583","C9orf152"
"6584","REXO2"
"6585","CXorf40A"
"6586","NOTCH3"
"6587","ARL6IP1"
"6588","SAMM50"
"6589","CDKN2B"
"6590","NEBL"
"6591","DROSHA"
"6592","C1orf210"
"6593","MRPL17"
"6594","FAAP24"
"6595","TRPM2"
"6596","LNCOG"
"6597","AC018362.3"
"6598","NOC2LP1"
"6599","FAM189B"
"6600","AC009088.1"
"6601","LTBP3"
"6602","AC000068.1"
"6603","AL135910.1"
"6604","DOK7"
"6605","TWIST1"
"6606","TECRP2"
"6607","ARHGAP29"
"6608","USP43"
"6609","PCDHB7"
"6610","AL079343.1"
"6611","UBP1"
"6612","TRMT61B"
"6613","SPAG9"
"6614","CCRL2"
"6615","MAVS"
"6616","TRAK1"
"6617","ID2"
"6618","AC015726.1"
"6619","AL442663.3"
"6620","SEPT9"
"6621","GABPB1"
"6622","RHBDD3"
"6623","AC009779.2"
"6624","AL158206.1"
"6625","FKBP3"
"6626","ERAL1"
"6627","FAM27E3"
"6628","AC008554.1"
"6629","SPP1"
"6630","ERMAP"
"6631","ZNF337-AS1"
"6632","FAM229A"
"6633","AC092999.1"
"6634","MEMO1"
"6635","EEF1A1P31"
"6636","METTL18"
"6637","RERE"
"6638","LNPEP"
"6639","KIDINS220"
"6640","PCDH11X"
"6641","VEZT"
"6642","POU5F1"
"6643","MED27"
"6644","AC015883.1"
"6645","BDNF"
"6646","ARHGAP5-AS1"
"6647","MAMLD1"
"6648","AC013553.3"
"6649","LRRN2"
"6650","TBCEL"
"6651","MAP4K4"
"6652","CXCR3"
"6653","AC237221.1"
"6654","TMEM269"
"6655","KCNIP3"
"6656","LYPD3"
"6657","AP005329.3"
"6658","HIGD1B"
"6659","MED22"
"6660","VMAC"
"6661","AC104389.5"
"6662","NOLC1"
"6663","ZNF611"
"6664","ABCC13"
"6665","SIDT1"
"6666","KANK4"
"6667","PCDHB16"
"6668","NAPEPLD"
"6669","GJA5"
"6670","AC106738.2"
"6671","MORF4L1P1"
"6672","SLC9C1"
"6673","SSSCA1-AS1"
"6674","CYB5R1"
"6675","PGM2L1"
"6676","AC016831.5"
"6677","YPEL5"
"6678","TRIM68"
"6679","PFN1"
"6680","PLPP6"
"6681","PRELID3B"
"6682","FUT1"
"6683","AC009065.8"
"6684","AC073857.1"
"6685","AC099811.5"
"6686","SERTAD4-AS1"
"6687","KLHL8"
"6688","C1GALT1P1"
"6689","AP005131.7"
"6690","RPS6P25"
"6691","AC090950.1"
"6692","COL1A1"
"6693","AC141586.1"
"6694","TMCO1"
"6695","ENDOD1"
"6696","C4orf46"
"6697","IFNAR1"
"6698","TMEM67"
"6699","GNS"
"6700","AC124242.1"
"6701","DECR2"
"6702","ARHGAP22"
"6703","ZFP92"
"6704","AC007068.1"
"6705","AC008080.1"
"6706","CAPZA3"
"6707","HECA"
"6708","AHRR"
"6709","LRRC37A3"
"6710","PNMA8C"
"6711","TSNAX"
"6712","SCARA3"
"6713","CRLS1"
"6714","GAS6-DT"
"6715","AC022196.1"
"6716","L2HGDH"
"6717","HACD1"
"6718","TMC3-AS1"
"6719","AC103760.1"
"6720","VIRMA"
"6721","LINC01929"
"6722","OAZ3"
"6723","GPR19"
"6724","PIM2"
"6725","AC104237.3"
"6726","AC078880.4"
"6727","AP001207.3"
"6728","LINC00032"
"6729","MYO1E"
"6730","HMGB3P22"
"6731","AC021752.1"
"6732","VPS72"
"6733","TSKU"
"6734","LRRC14"
"6735","AC005592.1"
"6736","SDHD"
"6737","PGBD2"
"6738","TXN2"
"6739","AC104986.1"
"6740","HMGXB4"
"6741","ZNF607"
"6742","INVS"
"6743","PTPN3"
"6744","EYA2"
"6745","TRIM28"
"6746","EFHD1"
"6747","DISP3"
"6748","COL24A1"
"6749","CAPNS2"
"6750","BTG2"
"6751","STAT6"
"6752","CWF19L2"
"6753","TEX45"
"6754","AL390879.1"
"6755","PYGB"
"6756","TXNDC9"
"6757","PPP6R1"
"6758","FER1L4"
"6759","PLEKHB2"
"6760","LINC02600"
"6761","ADAMTS10"
"6762","TRAV8-2"
"6763","RIPOR1"
"6764","TENM3-AS1"
"6765","RAB31"
"6766","ACKR2"
"6767","MFAP5"
"6768","DECR1"
"6769","AC023794.6"
"6770","MYO16"
"6771","MTG1"
"6772","AC060234.2"
"6773","LINC01224"
"6774","NUP58"
"6775","TMEM62"
"6776","RN7SL449P"
"6777","AL137003.1"
"6778","AC106782.1"
"6779","ZNF582"
"6780","SMAD3"
"6781","AC005837.1"
"6782","NME6"
"6783","AC010531.6"
"6784","KRT14"
"6785","CDC42BPA"
"6786","PBX1"
"6787","NECTIN4"
"6788","PM20D2"
"6789","ZBTB11"
"6790","NUP93"
"6791","PLEKHM2"
"6792","NEURL1"
"6793","AC007637.1"
"6794","TMEM147"
"6795","CFAP298"
"6796","CNTLN"
"6797","HPDL"
"6798","FKBP10"
"6799","VLDLR-AS1"
"6800","GOLGA6L4"
"6801","AC004947.2"
"6802","PACRG"
"6803","NFU1"
"6804","TMEM18"
"6805","VSIG1"
"6806","PLS1"
"6807","EXTL3"
"6808","TMPRSS5"
"6809","C9orf139"
"6810","PPP3CA"
"6811","IL1R2"
"6812","LINC01943"
"6813","MRPL36"
"6814","AL137127.1"
"6815","LTBP2"
"6816","CXCR1"
"6817","ASB7"
"6818","GORASP2"
"6819","UBE2E3"
"6820","SYNDIG1L"
"6821","AC005726.3"
"6822","SHQ1"
"6823","MARCH4"
"6824","GAN"
"6825","EFNA5"
"6826","SPDEF"
"6827","HMGCR"
"6828","PHGDH"
"6829","NXPH3"
"6830","FZD7"
"6831","ZNF483"
"6832","TTC3"
"6833","DIABLO"
"6834","TEX41"
"6835","AL049840.4"
"6836","EIF5"
"6837","CKLF-CMTM1"
"6838","SRSF8"
"6839","ANKEF1"
"6840","ULK3"
"6841","COL13A1"
"6842","BICDL2"
"6843","LINP1"
"6844","BTN2A2"
"6845","RARA-AS1"
"6846","AC009061.2"
"6847","KIRREL1-IT1"
"6848","AL162727.1"
"6849","NUP133"
"6850","NPW"
"6851","AL356417.2"
"6852","LINC01644"
"6853","CSTF3-DT"
"6854","SULT1A3"
"6855","CLSTN3"
"6856","UNC119"
"6857","GRINA"
"6858","GABARAP"
"6859","LHX2"
"6860","LRRC70"
"6861","RIMBP2"
"6862","TRBV20-1"
"6863","MXD4"
"6864","CA6"
"6865","ICAM5"
"6866","PRAF2"
"6867","SIRT6"
"6868","ANK3"
"6869","AC144450.1"
"6870","SLC25A40"
"6871","AC130456.5"
"6872","RHOT2"
"6873","RUNDC1"
"6874","AC004990.1"
"6875","AP001020.2"
"6876","PRG2"
"6877","C12orf74"
"6878","FGF17"
"6879","CNTNAP4"
"6880","TP53BP2"
"6881","CCDC102A"
"6882","HMGN3-AS1"
"6883","EGFL8"
"6884","ATF6B"
"6885","STAC2"
"6886","ZDHHC11B"
"6887","DDX41"
"6888","FBLN7"
"6889","USP6"
"6890","COL4A1"
"6891","AL109923.1"
"6892","FBXL2"
"6893","TAF7L"
"6894","VIM-AS1"
"6895","LHFPL5"
"6896","SETD4"
"6897","RNF149"
"6898","CD14"
"6899","PSMC1P9"
"6900","CXCR5"
"6901","AC068491.3"
"6902","AL449423.1"
"6903","CHSY1"
"6904","DHX15"
"6905","AC120114.1"
"6906","USP37"
"6907","ALDH5A1"
"6908","ARRDC3-AS1"
"6909","AP5Z1"
"6910","CABIN1"
"6911","ZNF253"
"6912","BX537318.2"
"6913","SCG2"
"6914","PARP2"
"6915","REP15"
"6916","MNX1"
"6917","AC019080.1"
"6918","ZNF146"
"6919","ETNK1"
"6920","TMEM81"
"6921","P4HA2"
"6922","ZNF100"
"6923","NPM1P25"
"6924","B4GALNT3"
"6925","AC004263.1"
"6926","PWWP2B"
"6927","DPH7"
"6928","IFI16"
"6929","CLEC7A"
"6930","IGFBP1"
"6931","DDX50"
"6932","ZNF700"
"6933","MMP3"
"6934","MCM7"
"6935","AC090825.1"
"6936","HDAC2"
"6937","NSD3"
"6938","MTCL1"
"6939","CASP9"
"6940","AL358472.2"
"6941","IFT57"
"6942","NECTIN2"
"6943","AC100803.2"
"6944","AP002360.3"
"6945","MTATP6P19"
"6946","AC234781.2"
"6947","AC007842.1"
"6948","AC016773.1"
"6949","LBX2"
"6950","ADGRB2"
"6951","KRTCAP3"
"6952","PLPPR3"
"6953","AC120498.9"
"6954","MBTPS2"
"6955","RN7SL138P"
"6956","TMEM53"
"6957","HTR1D"
"6958","MSH5"
"6959","SMIM4"
"6960","PTGES"
"6961","AC024575.1"
"6962","MRPL47"
"6963","RNF182"
"6964","AC007998.3"
"6965","AC108449.2"
"6966","RPL13"
"6967","MRPS2"
"6968","TRAF3IP3"
"6969","LINC00539"
"6970","MREG"
"6971","CST4"
"6972","IL1RL1"
"6973","CLTC"
"6974","MOGS"
"6975","CU639417.2"
"6976","HEBP2"
"6977","TTYH3"
"6978","SEC62"
"6979","AL354836.1"
"6980","SLC33A1"
"6981","AL645933.2"
"6982","EXT2"
"6983","FAM222A"
"6984","GPS1"
"6985","EPPK1"
"6986","AC092071.1"
"6987","AL512283.1"
"6988","MRPS35"
"6989","LINC02245"
"6990","MLXIP"
"6991","MST1R"
"6992","TELO2"
"6993","C8orf76"
"6994","LRP6"
"6995","DNAJC5B"
"6996","RASA4B"
"6997","INSYN2"
"6998","IRF9"
"6999","PCDHB18P"
"7000","IPO13"
"7001","AL392172.1"
"7002","PCP4L1"
"7003","PSPH"
"7004","AC018653.3"
"7005","C1orf21"
"7006","AL121578.2"
"7007","IGHE"
"7008","NKIRAS1"
"7009","AP002360.2"
"7010","GOLGA6L5P"
"7011","SLC25A5"
"7012","ARHGEF17"
"7013","LAD1"
"7014","DIMT1"
"7015","AC138894.1"
"7016","NSUN5P1"
"7017","IGF2BP3"
"7018","LSG1"
"7019","RBM11"
"7020","LNX1"
"7021","TMSB4XP4"
"7022","RUSC1"
"7023","ZNF793"
"7024","CTH"
"7025","AC004846.2"
"7026","PHF14"
"7027","DNAAF1"
"7028","STX16-NPEPL1"
"7029","ERF"
"7030","FASTKD3"
"7031","ZNF606"
"7032","B3GALNT1"
"7033","TRIM3"
"7034","EPHA8"
"7035","AC121338.2"
"7036","AL118506.1"
"7037","TMEM213"
"7038","UAP1L1"
"7039","FMO3"
"7040","TUBA3E"
"7041","FTH1P23"
"7042","ACTB"
"7043","FKBP1A"
"7044","LINC01588"
"7045","FAM222B"
"7046","BHLHE40"
"7047","BX088651.4"
"7048","HIST2H2AA3"
"7049","ANKFY1"
"7050","TRNP1"
"7051","EIF2AK3"
"7052","CAMK2D"
"7053","TRAT1"
"7054","AC003101.2"
"7055","AL033384.1"
"7056","AP001429.1"
"7057","OR5P3"
"7058","FLVCR1-DT"
"7059","DOK2"
"7060","AC120049.1"
"7061","AL138686.2"
"7062","ZNF208"
"7063","AC107918.4"
"7064","SGMS2"
"7065","SPINK5"
"7066","AL109840.2"
"7067","PINLYP"
"7068","SOSTDC1"
"7069","PRR14"
"7070","AC131097.2"
"7071","NXN"
"7072","TEX22"
"7073","FGF13"
"7074","WBP11P1"
"7075","AL031429.2"
"7076","SCPEP1"
"7077","SNRPF"
"7078","ZC3H8"
"7079","AL133346.1"
"7080","AC023024.1"
"7081","CD151"
"7082","AL445623.2"
"7083","AL807752.1"
"7084","OSBP2"
"7085","DPYSL3"
"7086","STRADB"
"7087","PHKA1"
"7088","TOMM7"
"7089","TMEM98"
"7090","KLHL5"
"7091","MAP3K11"
"7092","MECP2"
"7093","KLK6"
"7094","TSEN34"
"7095","PHACTR1"
"7096","BX322562.1"
"7097","RPL23AP1"
"7098","PRPH2"
"7099","UHMK1"
"7100","CFAP206"
"7101","RALGAPB"
"7102","ANGEL2"
"7103","PTPRN"
"7104","ALB"
"7105","TMEM221"
"7106","LYRM9"
"7107","TMEM238"
"7108","PTPN7"
"7109","AC018629.1"
"7110","AC084036.1"
"7111","DNMT3A"
"7112","AC009097.4"
"7113","INAVA"
"7114","PHTF1"
"7115","OR52E6"
"7116","AC005632.2"
"7117","EEF1B2"
"7118","PURG"
"7119","MYOSLID"
"7120","USP25"
"7121","INTS6L"
"7122","LMF1-AS1"
"7123","ADGRE3"
"7124","SMC6"
"7125","CIRBP"
"7126","PHLPP1"
"7127","AL031708.1"
"7128","WDR26"
"7129","XKR6"
"7130","STAU2"
"7131","LRRC75B"
"7132","GRIP1"
"7133","GART"
"7134","NKRF"
"7135","YBX1P8"
"7136","ZDHHC8"
"7137","CDC20P1"
"7138","CD101"
"7139","CAMLG"
"7140","APOBEC3C"
"7141","AL136295.6"
"7142","RN7SL752P"
"7143","HYOU1"
"7144","MKRN3"
"7145","BCAT2"
"7146","AL450996.1"
"7147","TXNL4B"
"7148","AP000704.1"
"7149","WDR4"
"7150","MELTF-AS1"
"7151","OMG"
"7152","GOLGA8R"
"7153","LINC01915"
"7154","CPEB1-AS1"
"7155","AL163051.1"
"7156","MTIF2"
"7157","AC009951.1"
"7158","HSPA8"
"7159","ABHD1"
"7160","TMED9"
"7161","SYT13"
"7162","GNG5"
"7163","AC009549.1"
"7164","AC129507.1"
"7165","NIPAL4"
"7166","CEACAM7"
"7167","BTG3-AS1"
"7168","AL021368.4"
"7169","SNORA3A"
"7170","KLHDC9"
"7171","AC079316.2"
"7172","AC012236.1"
"7173","CITED2"
"7174","P4HA1"
"7175","MYL4"
"7176","AC019131.2"
"7177","INPP4A"
"7178","GYS2"
"7179","PIP5K1B"
"7180","SLC10A4"
"7181","POT1-AS1"
"7182","AL365203.2"
"7183","SLC23A2"
"7184","SH3PXD2A"
"7185","FOLR1"
"7186","AKR7L"
"7187","CLPSL1"
"7188","NFIC"
"7189","ELOB"
"7190","AP002800.1"
"7191","C11orf94"
"7192","TFEB"
"7193","SDCBP2"
"7194","PIGN"
"7195","F2RL2"
"7196","AC010997.6"
"7197","AC007686.3"
"7198","GGH"
"7199","BNC2"
"7200","FASTKD1"
"7201","CAPN1"
"7202","AC026273.1"
"7203","AC074135.1"
"7204","CNKSR3"
"7205","C8orf37-AS1"
"7206","CAND1"
"7207","SLC18B1"
"7208","PDCD11"
"7209","ALMS1P1"
"7210","COL17A1"
"7211","HIST1H4H"
"7212","KCNT1"
"7213","MIR193BHG"
"7214","AC010615.2"
"7215","SUPT20H"
"7216","ITPR2"
"7217","AMMECR1LP1"
"7218","ADRA1D"
"7219","PDXK"
"7220","RRH"
"7221","MSMO1"
"7222","IGF2-AS"
"7223","ICA1"
"7224","MFSD12"
"7225","NARF"
"7226","AC092910.3"
"7227","ERGIC1"
"7228","GGA1"
"7229","AC092535.1"
"7230","UBD"
"7231","LINC01960"
"7232","DUSP27"
"7233","PRPF39"
"7234","RLN1"
"7235","C11orf49"
"7236","CRYZL2P"
"7237","XRCC4"
"7238","KCNQ3"
"7239","SMPD3"
"7240","AL441883.1"
"7241","DMRTA1"
"7242","AL353813.1"
"7243","CLPP"
"7244","AMT"
"7245","ZNF589"
"7246","FUT11"
"7247","TNFAIP1"
"7248","PNMA3"
"7249","LMNTD2"
"7250","MYLK4"
"7251","BTC"
"7252","AC023794.5"
"7253","ZNF575"
"7254","CRABP2"
"7255","KCNQ4"
"7256","KLF17"
"7257","AP001350.2"
"7258","PNO1"
"7259","CCT8"
"7260","GPR161"
"7261","NDNF"
"7262","SHISA9"
"7263","CD163"
"7264","FAM13A-AS1"
"7265","COLCA1"
"7266","PLCG2"
"7267","SOCS2-AS1"
"7268","STX7"
"7269","C5orf22"
"7270","KISS1R"
"7271","TMEM69"
"7272","FAM27C"
"7273","CCDC134"
"7274","RAB9B"
"7275","PPP1R12C"
"7276","RPS6"
"7277","UBXN6"
"7278","CHFR"
"7279","PTDSS1"
"7280","AC022558.3"
"7281","FSTL4"
"7282","UFD1"
"7283","ZNF433"
"7284","PFKFB2"
"7285","ATP13A2"
"7286","AGO4"
"7287","KCTD20"
"7288","AC020907.2"
"7289","ZNF610"
"7290","OSTC"
"7291","TYW1"
"7292","DEF6"
"7293","RABL2B"
"7294","RPS8"
"7295","AKT1"
"7296","MHENCR"
"7297","MGST2"
"7298","MIEF1"
"7299","KLHL35"
"7300","KIAA0319L"
"7301","KLC1"
"7302","SDF2L1"
"7303","PRR13P2"
"7304","AC243829.4"
"7305","GOLGA6L9"
"7306","AC104794.2"
"7307","MGMT"
"7308","AC110998.1"
"7309","RRP36"
"7310","SRF"
"7311","RPL21P44"
"7312","ATG4B"
"7313","AL133338.1"
"7314","AL513327.3"
"7315","SERTAD4"
"7316","DCST1-AS1"
"7317","ICOS"
"7318","ZNF382"
"7319","AL357054.3"
"7320","LINC00526"
"7321","RPL13AP20"
"7322","LSM8"
"7323","NDUFS8"
"7324","AC104836.1"
"7325","DENND5B"
"7326","RHEBL1"
"7327","CLEC4F"
"7328","PEA15"
"7329","AC011503.2"
"7330","TIAM1"
"7331","AC090510.1"
"7332","DYNC1LI1"
"7333","VPS25"
"7334","WHAMM"
"7335","GTF2H2C"
"7336","PIK3C2B"
"7337","ZNF608"
"7338","AP000692.1"
"7339","PTENP1"
"7340","MDH2"
"7341","AC004263.2"
"7342","LPCAT4"
"7343","COP1"
"7344","SLC39A4"
"7345","PCDHGA3"
"7346","AC023389.2"
"7347","HAPLN4"
"7348","CCPG1"
"7349","BAK1"
"7350","CXCL13"
"7351","ANKRD23"
"7352","KIAA1841"
"7353","AL512652.2"
"7354","SNHG25"
"7355","AL359513.1"
"7356","C17orf53"
"7357","SLIT1"
"7358","TFB1M"
"7359","BTBD8"
"7360","AL845472.1"
"7361","FAHD2A"
"7362","PDGFRB"
"7363","ZAN"
"7364","DIPK2A"
"7365","IFIT1P1"
"7366","KRT1"
"7367","LINC02599"
"7368","NR2F1"
"7369","ZNF500"
"7370","EIF1B-AS1"
"7371","AL353795.3"
"7372","RHBDL2"
"7373","TRIT1"
"7374","AC026368.1"
"7375","ARNT"
"7376","PIK3CA"
"7377","CEP152"
"7378","NRARP"
"7379","MRPL49"
"7380","METRN"
"7381","AL355388.2"
"7382","GPX1"
"7383","SNAPC2"
"7384","AC011008.2"
"7385","MIR155HG"
"7386","UBE2I"
"7387","GNAI2"
"7388","AL109615.3"
"7389","VAT1L"
"7390","ZNF704"
"7391","LINGO1"
"7392","EPB41L4A-DT"
"7393","SCO2"
"7394","AC011503.3"
"7395","AL359697.1"
"7396","CCDC180"
"7397","AP001528.1"
"7398","WDR54"
"7399","OTX1"
"7400","SP140"
"7401","MRNIP"
"7402","AC025449.2"
"7403","CDK2"
"7404","DAND5"
"7405","GTF2H5"
"7406","AIM2"
"7407","XXYLT1"
"7408","PDCD10"
"7409","FAM83G"
"7410","AL031123.2"
"7411","SLCO5A1"
"7412","RUNDC3A-AS1"
"7413","DENND6B"
"7414","SRP54"
"7415","RPS3A"
"7416","S1PR3"
"7417","GCAT"
"7418","METTL22"
"7419","BCAR3"
"7420","HSD17B2"
"7421","SINHCAF"
"7422","TIGIT"
"7423","ENTPD3"
"7424","DPY30"
"7425","TMEM199"
"7426","MAP7D1"
"7427","GAS2L1"
"7428","DCDC1"
"7429","AC135782.1"
"7430","NEUROG2"
"7431","R3HDM4"
"7432","ZNF260"
"7433","TM4SF1"
"7434","AC011466.4"
"7435","RPL9P16"
"7436","IRAK2"
"7437","VARS"
"7438","ARID3A"
"7439","GNAQP1"
"7440","AP000590.1"
"7441","AL391244.2"
"7442","FO393415.1"
"7443","AP1AR"
"7444","CD2AP"
"7445","IDH3G"
"7446","NDUFA3"
"7447","GPCPD1"
"7448","SYNGAP1"
"7449","AC108734.3"
"7450","LINC02257"
"7451","OXLD1"
"7452","CYP51A1"
"7453","AL024498.1"
"7454","BEAN1-AS1"
"7455","SEC11C"
"7456","ABCC1"
"7457","SOS1"
"7458","RCN1"
"7459","FCRLB"
"7460","CHD6"
"7461","AC016734.2"
"7462","AL122017.1"
"7463","HPR"
"7464","SPCS1"
"7465","KDELR1"
"7466","MIR17HG"
"7467","ASB16"
"7468","GRB10"
"7469","AL161449.2"
"7470","DBIL5P2"
"7471","RTL6"
"7472","SPATA7"
"7473","ERH"
"7474","FAM66B"
"7475","CLDN14"
"7476","SNORA70"
"7477","ANKRD36"
"7478","AL132780.5"
"7479","PRKG1"
"7480","DCTN6"
"7481","AC053503.2"
"7482","RABGGTB"
"7483","RPUSD4"
"7484","AP001107.9"
"7485","PIEZO2"
"7486","ZPLD1"
"7487","AC105219.1"
"7488","PREX1"
"7489","TTC31"
"7490","PDS5A"
"7491","PEX11B"
"7492","SERPINB6"
"7493","SLC9B1"
"7494","SMIM1"
"7495","AL139383.1"
"7496","MKRN7P"
"7497","AC239799.1"
"7498","DHDH"
"7499","LYPLA2"
"7500","MKNK2"
"7501","ID3"
"7502","TTYH2"
"7503","RN7SL648P"
"7504","ACE2"
"7505","FRK"
"7506","KIAA1958"
"7507","ENPP5"
"7508","ACBD3"
"7509","AL691482.3"
"7510","MORN1"
"7511","AC006330.1"
"7512","LINC01138"
"7513","RN7SL2"
"7514","CCDC22"
"7515","ATP6V0A1"
"7516","IRS1"
"7517","GSKIP"
"7518","AL162377.1"
"7519","PCDHB19P"
"7520","LINC00284"
"7521","LINC02397"
"7522","CMKLR1"
"7523","NOP58"
"7524","KCNMB4"
"7525","LRRC29"
"7526","SLC44A4"
"7527","IL2RB"
"7528","AC005082.1"
"7529","ZNF236"
"7530","TCF23"
"7531","TBC1D30"
"7532","ADRA1B"
"7533","BHLHA15"
"7534","OPN3"
"7535","BTG3"
"7536","USP35"
"7537","AC100810.1"
"7538","CYTH2"
"7539","AC093668.3"
"7540","OSCAR"
"7541","AC024075.2"
"7542","CYB561D1"
"7543","SMARCD3"
"7544","ZNF57"
"7545","MYL6"
"7546","FXNP2"
"7547","ATP8B3"
"7548","LINC00670"
"7549","AC090877.1"
"7550","BROX"
"7551","TBC1D17"
"7552","AC006978.1"
"7553","AC069499.1"
"7554","MYD88"
"7555","MYLIP"
"7556","CHCHD2"
"7557","MLKL"
"7558","KCTD16"
"7559","AC011731.1"
"7560","AC245884.10"
"7561","EIF4EBP1"
"7562","TMEM192"
"7563","ZNF90"
"7564","AC073046.1"
"7565","DNAJC15"
"7566","CCT2"
"7567","ODC1-DT"
"7568","TFRC"
"7569","TRAPPC5"
"7570","GOLGA2P11"
"7571","FOXJ1"
"7572","ANKMY2"
"7573","TRBV7-2"
"7574","GPR84"
"7575","AL121753.2"
"7576","FADD"
"7577","AC025175.1"
"7578","EPHB2"
"7579","PRMT3"
"7580","USP18"
"7581","CMPK1"
"7582","AC015818.2"
"7583","UBL7-AS1"
"7584","FOXN1"
"7585","AC087741.1"
"7586","AC242842.3"
"7587","FAHD1"
"7588","FKBP5"
"7589","SMG6"
"7590","APC"
"7591","ING3"
"7592","TMEM30B"
"7593","SLC38A5"
"7594","GABPA"
"7595","FAM234B"
"7596","SLC51A"
"7597","CSNK1G1"
"7598","AGPS"
"7599","DNM1"
"7600","ZBP1"
"7601","KDM6B"
"7602","PKD2L1"
"7603","TMEM33"
"7604","OPRPN"
"7605","SUSD4"
"7606","DUSP10"
"7607","MXRA8"
"7608","KLRG2"
"7609","CSF1R"
"7610","KLHL38"
"7611","PHF20L1"
"7612","LINC02611"
"7613","SLC25A51"
"7614","TDRP"
"7615","TNXA"
"7616","FAM162A"
"7617","AL121845.1"
"7618","NUCB2"
"7619","TIMM8A"
"7620","ZNF646"
"7621","GATAD2B"
"7622","ZNF701"
"7623","AC092162.2"
"7624","TNKS1BP1"
"7625","COPZ1"
"7626","AL161669.3"
"7627","EFL1"
"7628","AC026150.1"
"7629","RALB"
"7630","RELCH"
"7631","TMOD3"
"7632","CAMK2A"
"7633","CHODL"
"7634","RIPPLY3"
"7635","SLC25A30"
"7636","NFS1"
"7637","DSCAM-AS1"
"7638","UBA2"
"7639","MTG2"
"7640","PRR12"
"7641","AL132656.4"
"7642","PLEKHA8"
"7643","MFSD13A"
"7644","MTIF3"
"7645","AMPD2"
"7646","HSPD1"
"7647","OXCT1-AS1"
"7648","CENPW"
"7649","CEP131"
"7650","TRPA1"
"7651","AC022819.1"
"7652","MRPL12"
"7653","AL512662.2"
"7654","GUSBP1"
"7655","AC005702.2"
"7656","PDIA5"
"7657","LGR6"
"7658","ADAMTSL1"
"7659","KF459542.1"
"7660","TMED7-TICAM2"
"7661","AGAP5"
"7662","NUDT22"
"7663","LBX2-AS1"
"7664","CLRN1-AS1"
"7665","RBM34"
"7666","DUSP8"
"7667","WASF5P"
"7668","SPSB4"
"7669","FAM66C"
"7670","EIF3D"
"7671","ZNF16"
"7672","NCBP3"
"7673","AC022415.1"
"7674","AC080013.4"
"7675","LDLR"
"7676","VPS39"
"7677","GPR89B"
"7678","TMEM14A"
"7679","LINC00612"
"7680","SULT1A4"
"7681","MARCH9"
"7682","P3H1"
"7683","PAK6"
"7684","BCAS1"
"7685","AL391058.1"
"7686","HIST1H2APS5"
"7687","RMND5B"
"7688","AC083906.5"
"7689","FAM180A"
"7690","PPDPF"
"7691","POLR3D"
"7692","RTL3"
"7693","AC067852.3"
"7694","PLCG1-AS1"
"7695","ZUP1"
"7696","AP000977.1"
"7697","PRKCI"
"7698","ADORA1"
"7699","AC040169.3"
"7700","CCL24"
"7701","DDX46"
"7702","HOTAIR"
"7703","CFAP99"
"7704","LRRFIP1P1"
"7705","AC116351.2"
"7706","SDR16C5"
"7707","TSC2"
"7708","LRMP"
"7709","EOMES"
"7710","COX17"
"7711","LINC00648"
"7712","QDPR"
"7713","WDR82"
"7714","RLIMP2"
"7715","YEATS4"
"7716","PTMA"
"7717","SENP1"
"7718","CHD4"
"7719","NANOS1"
"7720","AC106795.2"
"7721","MCM9"
"7722","LINC02551"
"7723","GJC1"
"7724","KCND3"
"7725","SYCE2"
"7726","FAM129B"
"7727","C16orf91"
"7728","ZNF776"
"7729","AC067945.1"
"7730","PCP2"
"7731","WWP1"
